title,price,paper_price,isbn,rating,page,publisher
چگونه عشق بورزیم,4900,nan,nan,5,0,ناشرمولف
آموزش شیمی (۴ ) چهارم دبیرستان (نسخه PDF),4000,15000,9786000006235,3.33,152,انتشارات کانون فرهنگی آموزش (قلم‌چی)
آیین خاکسپاری,14000,29500,9789644530807,5,416,انتشارات مجید
قدرت تضادها,15000,25000,9786008913092,5,292,انتشارات نگاه نوین
آینه،مجموعه داستان عاشورایی,3000,nan,9786009465965,5,138,انتشارات شهید کاظمی
کرگدن,6500,13000,9789644530081,5,200,انتشارات مجید
فنگز جاسوس خون‌آشام,2500,4500,9789643076658,5,112,نشر و تحقیقات ذکر
یک اتفاق مسخره,4800,8000,9789649971728,4,96,نشر ماهی
چرا کار می‌کنیم؟,5200,13000,9786008091233,5,120,ترجمان علوم انسانی
آن روزگاران، تهران,37500,69000,9789645506115,4.67,337,انتشارات کتاب‌سرا
روش‌های بازکردن سرصحبت و دوست‌یابی,4800,8000,9789643494353,5,214,انتشارات پیدایش
داریوش بزرگ,11250,25000,9786005733089,4.2,247,بنگاه ترجمه و نشر کتاب پارسه
ترس مرد فرزانه,15000,30000,9786007132272,4.54,448,انتشارات بهنام
آموزش فیزیک ۴  – چهارم دبیرستان,9000,39000,۹۷۸۶۰۰۰۰۰۸۴۱۳,3.17,272,انتشارات کانون فرهنگی آموزش (قلم‌چی)
دیوار شیشه‌ای,15000,22000,9789643378776,4,324,انتشارات کتاب نیستان
پاداش,5200,13000,9786008091226,4,120,ترجمان علوم انسانی
سال رویاهای خطرناک,12000,24000,9789643639792,5,195,هرمس
به ماه دست بزن,3900,7800,97866006499130,3.5,128,نشر چکه
کابوس‌های بیروت,27600,46000,9789641855767,5,461,نشر نی
نماهايی از ايران,15000,nan,9786002783523,5,301,گروه انتشاراتی ققنوس
راه شیائومی,9000,nan,nan,5,306,دیجی‌کالا مگ
آفتاب‌پرست‌ها,13200,23000,9786002299307,5,2149,نشر چشمه
فلسفه برای مبارزان,8400,14000,9789641855972,5,116,نشر نی
ابله,5900,10800,9789640015919,3.5,351,انتشارات امیرکبیر
انسان و انتخاب دشوار,9000,18000,9786001182464,5,128,ذهن‌آویز
یک زندگی... (اسپینوزا، نیچه، هیوم، برگسون، فوکو، بکت، اسکیزوکاوی، لایبنیتس، فلسطین، قطعات‌,30000,50000,9786006846286,5,686,نشر چشمه
بهشت گمشده,43000,nan,9786008817178,5,357,نشر تیر
چگونه می‌نویسم,7000,13500,9786007131053,4.67,164,انتشارات کتاب خورشید
داستان‌های الفبا ۲,3300,5400,9789643373832,4.67,25,انتشارات کتاب نیستان
شازده کوچولو,5000,9900,9786009412624,5,128,انتشارات مجید
تالار گرگ,25000,37000,9786001820380,4,864,انتشارات کتابسرای تندیس
دانشنامه استنفورد مجموعه سوم – جلد ۵۱  تا ۷۵,65870,nan,nan,5,0,فیدیبو
الفبای خانواده,8000,13000,9789647081962,4.33,261,انتشارات کتاب خورشید
یک وفاداری بالاتر,16000,32000,9786006395418,4.5,350,مهراندیش
خلاصه کیمیای سعادت,15000,30000,9789646799936,5,400,مهراندیش
خانواده پاسکوآل دوآرته,6600,11000,9789649971674,5,0,نشر ماهی
پرونده خدمتکار مفقود,14300,38000,9786001199936,4,0,نشر قطره
انتقادی و بالینی,15000,30000,9786009840656,5,344,نشر بان
قبایل,7000,12000,9786008237464‬,5,130,انتشارات آموخته
رنسانس ایتالیا,6900,12000,9789643117030,4,136,گروه انتشاراتی ققنوس
دست‌های آلوده,6200,12500,9786007987216,4.2,176,انتشارات مجید
خواب‌هایت را در این خانه تعریف نکن محمود,5500,nan,9786005639919,2.67,112,گروه انتشاراتی ققنوس
کار ریاضی پنجم دبستان,6750,15000,9789640809556,4,136,انتشارات مدرسه
آموزش ریاضی عمومی (۱ )و(۲ ) چهارم دبیرستان تجربی (نسخه PDF),9000,36000,9786000008369,4,336,انتشارات کانون فرهنگی آموزش (قلم‌چی)
زن واسپرده,6000,nan,9644180089,3.5,236,آسیم
کمدی الهی,55000,nan,9786008817123,4.2,707,نشر تیر
نظریه‌ی فمینیستی,22800,38000,9786002297228,2.67,347,نشر چشمه
زیر نگاه ماه,2200,nan,9789643378844,4,37,انتشارات کتاب نیستان
هملت از زبان مردم کوچه و بازار,2000,nan,9789647081154,4,71,انتشارات کتاب خورشید
سلوک فردی,2800,nan,9789643377175,4,89,انتشارات کتاب نیستان
بینوایان,17000,40000,9789640004197,3.14,991,انتشارات امیرکبیر
مجله فصلنامۀ ترجمان علوم انسانی – شماره هشتم,7500,20000,nan,4.33,360,ترجمان علوم انسانی
مجله ماهنامه همشهری ۲۴ - شماره ۱۰۴,5000,10000,nan,4.33,121,گروه مجلات همشهری
سه نقطه,1300,nan,9789647081665,4,79,انتشارات کتاب خورشید
آخرین شاهدان,29000,40000,9789643379681,3,415,انتشارات کتاب نیستان
اصول شیمی (نسخهPDF),6500,12500,9786007022825,4.4,188,انتشارات آوند دانش
مجله فصلنامۀ ترجمان علوم انسانی – شماره دوم,7500,15000,nan,5,504,ترجمان علوم انسانی
معامله زندگی,4500,10000,9786002533449,2.25,80,بنگاه ترجمه و نشر کتاب پارسه
مرید معمار,19000,38000,9786006395296,4.67,540,مهراندیش
کافه فراموشی,4200,7000,9786007642481,4,120,انتشارات کتاب کوله‌پشتی
عقاید یک دلقک,10000,25000,9786003762824,3.83,300,انتشارات نگاه
فن بیان - درست سخن بگویید و موفق شوید,8500,17000,9786009915118,3,176,نشر هومیس
لوياتان,27600,46000,9789643125578,3,572,نشر نی
عشق تابستانی,6000,13000,9786002531599,3.86,215,بنگاه ترجمه و نشر کتاب پارسه
عروسی چاه,5100,nan,9789643377137,5,281,انتشارات کتاب نیستان
آقای پالومار,4500,7500,9789647081801,5,131,انتشارات کتاب خورشید
مفتون و فیروزه,12000,nan,9789643376956,5,0,انتشارات کتاب نیستان
عالی‌جناب شهردار,3800,nan,9789643377977,3.75,144,انتشارات کتاب نیستان
طغیان ترانه، مثنوی‌های احمد عزیزی,9400,nan,9789643374792,5,660,انتشارات کتاب نیستان
لالایی ها،افسانه ها،دروغ ها,2000,nan,9647081146,5,77,انتشارات کتاب خورشید
زمین سرماخورده,2700,nan,9789643377090,5,28,انتشارات کتاب نیستان
صد شاعر,13500,22500,9789647081054,3.75,703,انتشارات کتاب خورشید
زنان برابر چشم انداز رودخانه,8000,13500,9789647081788,5,288,انتشارات کتاب خورشید
عقل و ضدعقل در روزگار ما,6600,11000,9786002298676,4,103,نشر چشمه
دنیا، مرگ و برزخ در آیینه نهج‌البلاغه,7000,nan,9789643377403,5,278,انتشارات کتاب نیستان
از صلح تا قیام ),2400,4000,9789645790835,4.17,39,انتشارات صمدیه
درمان دارویی بیماری ها,5000,nan,9645840554,3.75,368,انتشارات کتاب‌سرا
غنیمت,4100,nan,9789643375843,5,186,انتشارات کتاب نیستان
تشخیص روابط علل و معلولی – هوش و مهارت‌های کودکان ۸,2000,11000,۹۷۸۶۰۰۹۸۵۲۳۸۳,4,24,کتاب کودکان
آدم بدشانس,9000,18300,9789647081542,5,295,انتشارات کتاب خورشید
از خواب تا مهتاب,2200,nan,9789643377342,5,111,انتشارات کتاب نیستان
وقتی زنان در جلد یک مرد فرو می‌روند,6000,11400,9786007131008,5,168,انتشارات کتاب خورشید
آسمانی‌‌ترین مهربانی,6800,9500,9789643373214,5,168,انتشارات کتاب نیستان
مجموعه ۵  جبران خلیل جبران,19495,45000,nan,4,0,فیدیبو
الفبای بازاریابی,5000,10000,9786009971664,4.2,72,نشر هومیس
یعقوب لیث,2000,nan,9646982271,3.75,78,انتشارات کتاب همراه
مثل فیلسوف نوشتن,8400,21000,9789643637026,4.2,305,هرمس
مارگاریتا دلچه ویتا,9000,nan,9789647081696,5,261,انتشارات کتاب خورشید
دریا ناپل را نمی‌بوسد,7000,15000,9786007131039,5,184,انتشارات کتاب خورشید
آموزش مفهومی زیست‌شناسی,1500,5000,9786001267369,3.71,56,انتشارات کانون فرهنگی آموزش (قلم‌چی)
حکایت‌های فلسفی,5000,7000,9789647694995,3.67,142,گروه انتشاراتی ققنوس
چگونه می‌نویسم,7000,13500,9786007131084,5,170,انتشارات کتاب خورشید
جرعه‌ای از دریا,17500,35000,9786007003053,5,750,موسسه کتاب‌شناسی شیعه
آموزش فیزیک (۳ ) سوم دبیرستان ریاضی (نسخه PDF),7000,25000,97860007126,4.2,240,انتشارات کانون فرهنگی آموزش (قلم‌چی)
ترس بد است,2900,4800,9789643372415,3.75,17,انتشارات کتاب نیستان
جرعه‌ای از دريا,10000,20000,9786009064113,5,0,موسسه کتاب‌شناسی شیعه
شکست‌های نام‌های تجاری,7500,24000,9786005253238,4.2,325,انتشارات سیته
سمک عیار,6750,15000,9786005733914,4.17,168,بنگاه ترجمه و نشر کتاب پارسه
ابر‌آلودگی,3200,nan,9789647081580,5,77,انتشارات کتاب خورشید
تاریخچه‌ی کامل دوبله به فارسی در ایران -جلد دوم,10000,nan,nan,4.5,742,انتشارات کتاب کوله‌پشتی
سینمای هالیوود,2000,nan,9646982484,4.5,78,انتشارات کتاب همراه
کاشت و پرورش درختان مینیاتوری,2000,nan,964698276x,4.5,79,انتشارات کتاب همراه
کار تلفیقی اول ابتدایی,6750,15000,9789640806203,5,180,انتشارات مدرسه
پرسیدن و جنگیدن,22800,38000,9789641855545,5,524,نشر نی
صفر تا یک,9500,19000,97860083922477,4.67,251,نشر شمشاد
اشک باید رازدار باشد,2200,3200,9786006327020,5,72,انتشارات میراث اهل قلم
غنچه یاس کبود,3400,nan,9789643377359,4,182,انتشارات کتاب نیستان
راز ماندگاری عاشورا,2000,nan,9789644763519,5,48,دفتر نشر فرهنگ اسلامی
آنگاه به پایان رسیدیم,7200,9500,9789643376383,4,404,انتشارات کتاب نیستان
سرزمین عددهای قرآنی,19900,30000,9789643378806,4,112,انتشارات کتاب نیستان
نوروز پایه دهم – ادبیات و علوم انسانی,5000,16000,۹۷۸۶۰۰۰۰۰۹۲۶۷,5,195,انتشارات کانون فرهنگی آموزش (قلم‌چی)
بازی انتخابات ریاست جمهوری در ایران,8500,17000,9786007683170,4.33,237,انتشارات تیسا
آشيانه افسانه,10000,17000,9789645668639,4.76,374,انتشارات بهنام
اختراعات,2000,nan,9646034144,3.33,73,انتشارات کتاب همراه
عکس و دیدن عکس,20000,48000,9786005193923,3,282,نشر بیدگل
تنهاترین عاشق، عاشق‌ترین تنها,9600,nan,9789643377793,3.75,510,انتشارات کتاب نیستان
برخورد نزدیک,4100,nan,9789643376796,2,325,انتشارات کتاب نیستان
دوئل روی تپه سرابو,5300,9000,9789643379629,5,135,انتشارات کتاب نیستان
عاشقی به وقت کتیبه‌ها,2600,nan,9789643375232,3.33,132,انتشارات کتاب نیستان
غولهای کلاسیک روانشناسی خودیار,6000,nan,9789644185410,2.75,280,آسیم
پریرا چنین می گوید,7400,12400,9789647081993,3.33,180,انتشارات کتاب خورشید
خدا لعنت کند سیاوش را,7900,11000,9789643379995,5,160,انتشارات کتاب نیستان
این داستان واقعیت دارد,5200,nan,9789643377344,5,235,انتشارات کتاب نیستان
شیرین و مجنونی که بابا می‌گفت,7100,10000,9789643379735,5,136,انتشارات کتاب نیستان
چگونه از خاکستر خود برخاستم,2800,5000,9645840104,5,291,انتشارات کتاب‌سرا
حمله به عراق؛ آنچه رسانه­ ها به شما نگفتند,4500,nan,9789643375066,3.33,156,انتشارات کتاب نیستان
یادداشت‌های علم,8200,15000,9789645840422,5,345,انتشارات کتاب‌سرا
دعای مکارم‌الاخلاق,1600,2000,9789643377649,5,45,انتشارات کتاب نیستان
تصاویر خوب، تصاویر بد,5450,10900,9786006483320,5,56,انتشارات کتاب درمانی
ناله‌های عشق,4500,nan,9789643376161,5,338,انتشارات کتاب نیستان
زندگی‌‌ام همه‌‌چیز من است,5700,9500,9786002782427,3.67,144,گروه انتشاراتی ققنوس
فکرت را تغییر بده تا زندگیت تغییر کند,18000,36000,9786009971671,3.67,372,نشر هومیس
کارتن خواب,6000,120000,9786008211914,3.33,152,انتشارات کتاب کوله‌پشتی
ماجرای خانم شارلوت ۱,2000,4000,9786001039034,3.67,64,انتشارات محراب قلم
